20:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,20:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,20:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,20:0
0:0,20:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:1,20:0,20:0,20:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:1,20:0,20:0,20:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:1,20:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,0:0,0:0,0:0,69:13,35:8,69:13,35:8,69:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,69:13,35:8,0:0,35:8,69:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,69:13,35:8,0:0,35:8,69:13,0:0,0:0,0:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0
0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
69:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14
35:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8
0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0
35:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8
69:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14
0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0
0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
69:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14
35:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8
0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0
35:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8
69:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14
0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0
0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
69:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14
35:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8
0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,20:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,20:0,0:0
35:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8
69:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:14,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0
0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,0:0
0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0
0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:8,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:13,0:8,0:0,0:8,0:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0
0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0
0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0
0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0
0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0,0:0,20:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:13,20:0,0:0,0:0
0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0
0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0
0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0
0:0,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0
0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0
0:0,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,0:0,0:8,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0
0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,20:0,20:0,20:0,0:0,0:0,0:0,0:0
0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0,20:0,20:0,0:0,0:0,0:0
